fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Mole fraction,doc_label,mole_fractions_rounded,"mole_fraction_1,2-ethanediol",mole_fraction_water,composition_temp_id,property_1_value,property_1_uncertainty,Mass ratio of solute to solvent,"mole_fraction_1,8-diaza-7-bicyclo[5.4.0]undecene",Pressure,mole_fraction_urea,mole_fraction_choline chloride,density_value,density_uncertainty,Solvent: Amount ratio of component to other component of binary solvent,mole_fraction_methanol,mole_fraction_glycerol,kinematicViscosity_value,kinematicViscosity_uncertainty,mole_fraction_carbon dioxide,viscosity_value,viscosity_uncertainty,Mass fraction,mole_fraction_propan-1-ol,mole_fraction_propanedioic acid,specificVolume_value,specificVolume_uncertainty,mole_fraction_ethanol,property_2_value,property_2_uncertainty,property_3_value,property_3_uncertainty,speedOfSound_value,speedOfSound_uncertainty
"['glycerol', 'choline chloride', 'water']",viscosity,0.1053949,0.0032915,303.15,"[0.42889999999999995, 0.333, 0.2381]",1fcddbeb-bcc9-4525-a961-46cd5e1e7b5a,10.1016/j.fluid.2014.01.028,0.42889999999999995,303.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 303.15, '1fcddbeb-bcc9-4525-a961-46cd5e1e7b5a')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.1053949,0.0032915,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0721121,0.0017166,303.15,"[0.3245, 0.333, 0.3425]",342e5d87-1279-4985-b310-3ee09a7378ba,10.1016/j.fluid.2014.01.028,0.3245,303.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 303.15, '342e5d87-1279-4985-b310-3ee09a7378ba')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.0721121,0.0017166,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0564675,0.001199,303.15,"[0.2647999999999999, 0.333, 0.4022]",19841a2c-7641-47a2-90a3-bb839f22db5b,10.1016/j.fluid.2014.01.028,0.2647999999999999,303.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 303.15, '19841a2c-7641-47a2-90a3-bb839f22db5b')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0564675,0.001199,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0213567,0.000467,303.15,"[0.06919999999999993, 0.333, 0.5978]",a75fdca2-a006-44a5-8247-af5c5b4c93e9,10.1016/j.fluid.2014.01.028,0.06919999999999993,303.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 303.15, 'a75fdca2-a006-44a5-8247-af5c5b4c93e9')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.0213567,0.000467,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.1333749,0.0049084,313.15,"[0.667, 0.333, 0.0]",1ce89cd0-09af-49b5-9a1f-f6626492c91a,10.1016/j.fluid.2014.01.028,0.667,313.15,0.333,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'glycerol', 'water'), 313.15, '1ce89cd0-09af-49b5-9a1f-f6626492c91a')",,,,,101.0,,0.333,,,2.0,,0.667,,,,0.1333749,0.0049084,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.097607,0.0028681,313.15,"[0.5589999999999999, 0.333, 0.108]",6e268389-5e61-4a05-b359-5806f88d2f8d,10.1016/j.fluid.2014.01.028,0.5589999999999999,313.15,0.333,Document_1,"(0.559, 0.333, 0.108)",,0.108,"(('choline chloride', 'glycerol', 'water'), 313.15, '6e268389-5e61-4a05-b359-5806f88d2f8d')",,,,,101.0,,0.333,,,1.7,,0.559,,,,0.097607,0.0028681,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0636328,0.0014063,313.15,"[0.42889999999999995, 0.333, 0.2381]",2acffca7-449d-4956-9cef-50c30c88fc03,10.1016/j.fluid.2014.01.028,0.42889999999999995,313.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 313.15, '2acffca7-449d-4956-9cef-50c30c88fc03')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.0636328,0.0014063,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0449472,0.0009855,313.15,"[0.3245, 0.333, 0.3425]",71f53605-427a-45f3-8b9e-65fb8690eb5d,10.1016/j.fluid.2014.01.028,0.3245,313.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 313.15, '71f53605-427a-45f3-8b9e-65fb8690eb5d')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.0449472,0.0009855,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0358177,0.0007839,313.15,"[0.2647999999999999, 0.333, 0.4022]",82b1c871-9143-47bb-9a92-730106a4ac26,10.1016/j.fluid.2014.01.028,0.2647999999999999,313.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 313.15, '82b1c871-9143-47bb-9a92-730106a4ac26')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0358177,0.0007839,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.014735,0.0003204,313.15,"[0.06919999999999993, 0.333, 0.5978]",09558788-0c2d-47c4-9ac0-57b438c49207,10.1016/j.fluid.2014.01.028,0.06919999999999993,313.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 313.15, '09558788-0c2d-47c4-9ac0-57b438c49207')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.014735,0.0003204,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0815895,0.0020929,323.15,"[0.667, 0.333, 0.0]",897702b2-80a9-4f6d-85c9-1848fd4d75ef,10.1016/j.fluid.2014.01.028,0.667,323.15,0.333,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'glycerol', 'water'), 323.15, '897702b2-80a9-4f6d-85c9-1848fd4d75ef')",,,,,101.0,,0.333,,,2.0,,0.667,,,,0.0815895,0.0020929,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0608033,0.0013145,323.15,"[0.5589999999999999, 0.333, 0.108]",4598dfec-ed5d-466a-896d-3a7278e7990e,10.1016/j.fluid.2014.01.028,0.5589999999999999,323.15,0.333,Document_1,"(0.559, 0.333, 0.108)",,0.108,"(('choline chloride', 'glycerol', 'water'), 323.15, '4598dfec-ed5d-466a-896d-3a7278e7990e')",,,,,101.0,,0.333,,,1.7,,0.559,,,,0.0608033,0.0013145,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0416544,0.0009093,323.15,"[0.42889999999999995, 0.333, 0.2381]",e7aa0608-ab1b-46bf-9f46-14957da7e134,10.1016/j.fluid.2014.01.028,0.42889999999999995,323.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 323.15, 'e7aa0608-ab1b-46bf-9f46-14957da7e134')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.0416544,0.0009093,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0297991,0.0006494,323.15,"[0.3245, 0.333, 0.3425]",eef4f69b-df92-4576-9d69-56a1b6544356,10.1016/j.fluid.2014.01.028,0.3245,323.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 323.15, 'eef4f69b-df92-4576-9d69-56a1b6544356')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.0297991,0.0006494,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0240906,0.0005242,323.15,"[0.2647999999999999, 0.333, 0.4022]",08640d6f-c550-4b30-bf4a-90e3003387af,10.1016/j.fluid.2014.01.028,0.2647999999999999,323.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 323.15, '08640d6f-c550-4b30-bf4a-90e3003387af')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0240906,0.0005242,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0106386,0.0002307,323.15,"[0.06919999999999993, 0.333, 0.5978]",b06a42cd-94e2-42be-a67e-8d9c42ee0b2f,10.1016/j.fluid.2014.01.028,0.06919999999999993,323.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 323.15, 'b06a42cd-94e2-42be-a67e-8d9c42ee0b2f')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.0106386,0.0002307,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0538117,0.0011165,333.15,"[0.667, 0.333, 0.0]",7b567988-d1f1-48ee-ba9f-0740bf6a3e1e,10.1016/j.fluid.2014.01.028,0.667,333.15,0.333,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'glycerol', 'water'), 333.15, '7b567988-d1f1-48ee-ba9f-0740bf6a3e1e')",,,,,101.0,,0.333,,,2.0,,0.667,,,,0.0538117,0.0011165,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0393459,0.0008587,333.15,"[0.5589999999999999, 0.333, 0.108]",b6161f10-2dc6-4c7b-9712-a297f2258650,10.1016/j.fluid.2014.01.028,0.5589999999999999,333.15,0.333,Document_1,"(0.559, 0.333, 0.108)",,0.108,"(('choline chloride', 'glycerol', 'water'), 333.15, 'b6161f10-2dc6-4c7b-9712-a297f2258650')",,,,,101.0,,0.333,,,1.7,,0.559,,,,0.0393459,0.0008587,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0282346,0.000614,333.15,"[0.42889999999999995, 0.333, 0.2381]",b63e81b7-17ba-48cf-a8b5-4ac1d0d74eab,10.1016/j.fluid.2014.01.028,0.42889999999999995,333.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 333.15, 'b63e81b7-17ba-48cf-a8b5-4ac1d0d74eab')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.0282346,0.000614,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0208106,0.0004515,333.15,"[0.3245, 0.333, 0.3425]",994808fb-f5d2-49cb-82c8-65560891872c,10.1016/j.fluid.2014.01.028,0.3245,333.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 333.15, '994808fb-f5d2-49cb-82c8-65560891872c')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.0208106,0.0004515,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0171371,0.0003713,333.15,"[0.2647999999999999, 0.333, 0.4022]",cdc6b1e5-a595-4872-b7a4-863004cc7fa8,10.1016/j.fluid.2014.01.028,0.2647999999999999,333.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 333.15, 'cdc6b1e5-a595-4872-b7a4-863004cc7fa8')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0171371,0.0003713,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0077082,0.0001671,333.15,"[0.06919999999999993, 0.333, 0.5978]",2d35fe9b-d1cf-4961-8a27-009a3baf65d1,10.1016/j.fluid.2014.01.028,0.06919999999999993,333.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 333.15, '2d35fe9b-d1cf-4961-8a27-009a3baf65d1')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.0077082,0.0001671,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0367409,0.0007982,343.15,"[0.667, 0.333, 0.0]",c22373b9-0791-4721-9bba-fc3888d75cff,10.1016/j.fluid.2014.01.028,0.667,343.15,0.333,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'glycerol', 'water'), 343.15, 'c22373b9-0791-4721-9bba-fc3888d75cff')",,,,,101.0,,0.333,,,2.0,,0.667,,,,0.0367409,0.0007982,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.027497,0.0005965,343.15,"[0.5589999999999999, 0.333, 0.108]",266620af-09fb-4359-a283-739f24e42d5f,10.1016/j.fluid.2014.01.028,0.5589999999999999,343.15,0.333,Document_1,"(0.559, 0.333, 0.108)",,0.108,"(('choline chloride', 'glycerol', 'water'), 343.15, '266620af-09fb-4359-a283-739f24e42d5f')",,,,,101.0,,0.333,,,1.7,,0.559,,,,0.027497,0.0005965,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0201102,0.0004356,343.15,"[0.42889999999999995, 0.333, 0.2381]",8d58a3f3-4901-4c82-8388-6083c52fa8b9,10.1016/j.fluid.2014.01.028,0.42889999999999995,343.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 343.15, '8d58a3f3-4901-4c82-8388-6083c52fa8b9')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.0201102,0.0004356,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0152347,0.0003294,343.15,"[0.3245, 0.333, 0.3425]",fe8b4478-8222-4853-8ee9-d0a1108e7769,10.1016/j.fluid.2014.01.028,0.3245,343.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 343.15, 'fe8b4478-8222-4853-8ee9-d0a1108e7769')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.0152347,0.0003294,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0126879,0.0002743,343.15,"[0.2647999999999999, 0.333, 0.4022]",504646ce-6b8d-47e8-9cf5-bd6f38d34ce9,10.1016/j.fluid.2014.01.028,0.2647999999999999,343.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 343.15, '504646ce-6b8d-47e8-9cf5-bd6f38d34ce9')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0126879,0.0002743,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0056748,0.0001227,343.15,"[0.06919999999999993, 0.333, 0.5978]",35992c86-cc6d-4df0-8488-5d33f7115e0f,10.1016/j.fluid.2014.01.028,0.06919999999999993,343.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 343.15, '35992c86-cc6d-4df0-8488-5d33f7115e0f')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.0056748,0.0001227,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0263331,0.0005701,353.15,"[0.667, 0.333, 0.0]",6769ef29-e320-41c4-8405-bf585b1bf428,10.1016/j.fluid.2014.01.028,0.667,353.15,0.333,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'glycerol', 'water'), 353.15, '6769ef29-e320-41c4-8405-bf585b1bf428')",,,,,101.0,,0.333,,,2.0,,0.667,,,,0.0263331,0.0005701,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0200963,0.0004346,353.15,"[0.5589999999999999, 0.333, 0.108]",0329d461-07a3-4cc6-8209-ddeb68ee0ca5,10.1016/j.fluid.2014.01.028,0.5589999999999999,353.15,0.333,Document_1,"(0.559, 0.333, 0.108)",,0.108,"(('choline chloride', 'glycerol', 'water'), 353.15, '0329d461-07a3-4cc6-8209-ddeb68ee0ca5')",,,,,101.0,,0.333,,,1.7,,0.559,,,,0.0200963,0.0004346,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0149828,0.0003237,353.15,"[0.42889999999999995, 0.333, 0.2381]",12068002-adf4-4584-b190-1bb3d958140d,10.1016/j.fluid.2014.01.028,0.42889999999999995,353.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 353.15, '12068002-adf4-4584-b190-1bb3d958140d')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.0149828,0.0003237,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.011586,0.00025,353.15,"[0.3245, 0.333, 0.3425]",0918505b-3853-49cb-9eab-37e852c4789c,10.1016/j.fluid.2014.01.028,0.3245,353.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 353.15, '0918505b-3853-49cb-9eab-37e852c4789c')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.011586,0.00025,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0095736,0.0002066,353.15,"[0.2647999999999999, 0.333, 0.4022]",c140ab32-8209-4d1d-82c2-9da217202324,10.1016/j.fluid.2014.01.028,0.2647999999999999,353.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 353.15, 'c140ab32-8209-4d1d-82c2-9da217202324')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0095736,0.0002066,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0044946,9.69e-05,353.15,"[0.06919999999999993, 0.333, 0.5978]",852710e2-d897-40b5-ae98-d38542dd5164,10.1016/j.fluid.2014.01.028,0.06919999999999993,353.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 353.15, '852710e2-d897-40b5-ae98-d38542dd5164')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.0044946,9.69e-05,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0195866,0.0004246,363.15,"[0.667, 0.333, 0.0]",1551677d-06d6-46ad-a969-62a794cff43b,10.1016/j.fluid.2014.01.028,0.667,363.15,0.333,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'glycerol', 'water'), 363.15, '1551677d-06d6-46ad-a969-62a794cff43b')",,,,,101.0,,0.333,,,2.0,,0.667,,,,0.0195866,0.0004246,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0152351,0.0003292,363.15,"[0.5589999999999999, 0.333, 0.108]",ffef2328-0362-4cae-82ea-8ddef1aba904,10.1016/j.fluid.2014.01.028,0.5589999999999999,363.15,0.333,Document_1,"(0.559, 0.333, 0.108)",,0.108,"(('choline chloride', 'glycerol', 'water'), 363.15, 'ffef2328-0362-4cae-82ea-8ddef1aba904')",,,,,101.0,,0.333,,,1.7,,0.559,,,,0.0152351,0.0003292,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0114031,0.0002464,363.15,"[0.42889999999999995, 0.333, 0.2381]",26487a9b-d324-43a5-be2c-7830af345865,10.1016/j.fluid.2014.01.028,0.42889999999999995,363.15,0.333,Document_1,"(0.429, 0.333, 0.238)",,0.238,"(('choline chloride', 'glycerol', 'water'), 363.15, '26487a9b-d324-43a5-be2c-7830af345865')",,,,,101.0,,0.333,,,1.3,,0.429,,,,0.0114031,0.0002464,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0090466,0.0001955,363.15,"[0.3245, 0.333, 0.3425]",5b8c4ae1-bb06-4aa7-aa3f-c395366df48d,10.1016/j.fluid.2014.01.028,0.3245,363.15,0.333,Document_1,"(0.325, 0.333, 0.343)",,0.343,"(('choline chloride', 'glycerol', 'water'), 363.15, '5b8c4ae1-bb06-4aa7-aa3f-c395366df48d')",,,,,101.0,,0.333,,,1.0,,0.325,,,,0.0090466,0.0001955,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0075048,0.0001618,363.15,"[0.2647999999999999, 0.333, 0.4022]",4b250263-7364-4d53-8849-f6197619e4e8,10.1016/j.fluid.2014.01.028,0.2647999999999999,363.15,0.333,Document_1,"(0.265, 0.333, 0.402)",,0.402,"(('choline chloride', 'glycerol', 'water'), 363.15, '4b250263-7364-4d53-8849-f6197619e4e8')",,,,,101.0,,0.333,,,0.8,,0.265,,,,0.0075048,0.0001618,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",viscosity,0.0036385,7.81e-05,363.15,"[0.06919999999999993, 0.333, 0.5978]",0c3f9450-6a32-4d00-b467-07d5b2ef3156,10.1016/j.fluid.2014.01.028,0.06919999999999993,363.15,0.333,Document_1,"(0.069, 0.333, 0.598)",,0.598,"(('choline chloride', 'glycerol', 'water'), 363.15, '0c3f9450-6a32-4d00-b467-07d5b2ef3156')",,,,,101.0,,0.333,,,0.2,,0.069,,,,0.0036385,7.81e-05,,,,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1089.4,0.7,303.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",c8e47f9b-4a82-4870-9f29-07a10a6f6b7b,10.1016/j.jct.2013.08.029,0.5,303.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 303.15, 'c8e47f9b-4a82-4870-9f29-07a10a6f6b7b')",,,,,101.0,,0.333,1089.4,0.7,,,,,,,,,0.5,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1109.2,0.7,303.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",79dfe7ea-48b5-4f31-994a-feda392aaa3c,10.1016/j.jct.2013.08.029,0.5,303.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 303.15, '79dfe7ea-48b5-4f31-994a-feda392aaa3c')",,,,,101.0,,0.333,1109.2,0.7,,,,,,,,,0.401,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1128.5,0.7,303.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",c292e34a-72c4-483d-ac4e-8c25d61d67cf,10.1016/j.jct.2013.08.029,0.5,303.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 303.15, 'c292e34a-72c4-483d-ac4e-8c25d61d67cf')",,,,,101.0,,0.333,1128.5,0.7,,,,,,,,,0.3,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1148.0,0.7,303.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",1a89d51e-808d-449d-ad34-f94890854a4c,10.1016/j.jct.2013.08.029,0.5,303.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 303.15, '1a89d51e-808d-449d-ad34-f94890854a4c')",,,,,101.0,,0.333,1148.0,0.7,,,,,,,,,0.2,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1189.9,0.6,303.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",acc91b39-aef0-4fe6-9800-41c99cb373b5,10.1016/j.jct.2013.08.029,0.5,303.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 303.15, 'acc91b39-aef0-4fe6-9800-41c99cb373b5')",,,,,101.0,,0.333,1189.9,0.6,,,,,,,,,0.0,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1087.1,0.7,308.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",452b3c55-60bc-4cc5-bbdc-8f5fc40457bc,10.1016/j.jct.2013.08.029,0.5,308.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 308.15, '452b3c55-60bc-4cc5-bbdc-8f5fc40457bc')",,,,,101.0,,0.333,1087.1,0.7,,,,,,,,,0.5,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1106.9,0.7,308.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",9994ee9e-50b5-48a1-a2a7-98c9040720ef,10.1016/j.jct.2013.08.029,0.5,308.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 308.15, '9994ee9e-50b5-48a1-a2a7-98c9040720ef')",,,,,101.0,,0.333,1106.9,0.7,,,,,,,,,0.401,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1126.0,0.7,308.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",8c64074a-6d11-40b2-b1ea-143e87d4ea2e,10.1016/j.jct.2013.08.029,0.5,308.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 308.15, '8c64074a-6d11-40b2-b1ea-143e87d4ea2e')",,,,,101.0,,0.333,1126.0,0.7,,,,,,,,,0.3,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1145.5,0.7,308.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",4e5450fa-b37c-4b78-b564-d213c5a0490d,10.1016/j.jct.2013.08.029,0.5,308.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 308.15, '4e5450fa-b37c-4b78-b564-d213c5a0490d')",,,,,101.0,,0.333,1145.5,0.7,,,,,,,,,0.2,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1187.3,0.6,308.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",519581e0-3638-4bdf-8506-c007f79a2888,10.1016/j.jct.2013.08.029,0.5,308.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 308.15, '519581e0-3638-4bdf-8506-c007f79a2888')",,,,,101.0,,0.333,1187.3,0.6,,,,,,,,,0.0,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1084.6,0.7,313.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",42a02d59-cbb7-42ae-bd92-b92ba920cb79,10.1016/j.jct.2013.08.029,0.5,313.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 313.15, '42a02d59-cbb7-42ae-bd92-b92ba920cb79')",,,,,101.0,,0.333,1084.6,0.7,,,,,,,,,0.5,,0.333,,,,,,,,,
"['choline chloride', 'propanedioic acid', 'water']",density,1104.4,0.7,313.15,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",3ff05a1e-ec26-49c3-a19e-dfcd3e4b4605,10.1016/j.jct.2013.08.029,0.5,313.15,0.5,Document_1,"(0.333, 0.333, 0.333)",,0.333,"(('choline chloride', 'propanedioic acid', 'water'), 313.15, '3ff05a1e-ec26-49c3-a19e-dfcd3e4b4605')",,,,,101.0,,0.333,1104.4,0.7,,,,,,,,,0.401,,0.333,,,,,,,,,
