fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Mole fraction,doc_label,mole_fractions_rounded,"mole_fraction_1,2-ethanediol",mole_fraction_water,composition_temp_id,property_1_value,property_1_uncertainty,Mass ratio of solute to solvent,"mole_fraction_1,8-diaza-7-bicyclo[5.4.0]undecene",Pressure,mole_fraction_urea,mole_fraction_choline chloride,density_value,density_uncertainty,Solvent: Amount ratio of component to other component of binary solvent,mole_fraction_methanol,mole_fraction_glycerol,kinematicViscosity_value,kinematicViscosity_uncertainty,mole_fraction_carbon dioxide,viscosity_value,viscosity_uncertainty,Mass fraction,mole_fraction_propan-1-ol,mole_fraction_propanedioic acid,specificVolume_value,specificVolume_uncertainty,mole_fraction_ethanol,property_2_value,property_2_uncertainty,property_3_value,property_3_uncertainty,speedOfSound_value,speedOfSound_uncertainty
"['urea', 'choline chloride', 'water']",density,1144.9,0.3,363.15,"[0.5334, 0.2667, 0.19989999999999997]",7b1f6234-a1a3-490a-8d6e-ea3fdb8cbc97,10.1021/je5001796,0.19989999999999997,363.15,,Document_1,"(0.533, 0.267, 0.2)",,0.2,"(('choline chloride', 'urea', 'water'), 363.15, '7b1f6234-a1a3-490a-8d6e-ea3fdb8cbc97')",,,,,101.0,0.533,0.267,1144.9,0.3,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride', 'water']",density,1150.4,0.3,363.15,"[0.5984, 0.2992, 0.10239999999999994]",152bd154-aa38-4ccc-af5a-2cc2fe640d54,10.1021/je5001796,0.10239999999999994,363.15,,Document_1,"(0.598, 0.299, 0.102)",,0.102,"(('choline chloride', 'urea', 'water'), 363.15, '152bd154-aa38-4ccc-af5a-2cc2fe640d54')",,,,,101.0,0.598,0.299,1150.4,0.3,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride', 'water']",density,1155.4,0.4,363.15,"[0.66667, 0.33333, 0.0]",570fabe9-eada-4d51-a149-ae9715204dc2,10.1021/je5001796,0.0,363.15,,Document_1,"(0.667, 0.333, 0.0)",,0.0,"(('choline chloride', 'urea', 'water'), 363.15, '570fabe9-eada-4d51-a149-ae9715204dc2')",,,,,101.0,0.667,0.333,1155.4,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1200.1,0.4,293.15,"[0.66667, 0.33333]",efea44a0-95fa-4907-a3dd-a6baa77cb46c,10.1021/je5001796,0.66667,293.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 293.15, 'efea44a0-95fa-4907-a3dd-a6baa77cb46c')",,,,,101.0,0.667,0.333,1200.1,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1194.5,0.4,303.15,"[0.66667, 0.33333]",7f23e051-8767-4b3b-a3ba-c5fa5929ad4d,10.1021/je5001796,0.66667,303.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 303.15, '7f23e051-8767-4b3b-a3ba-c5fa5929ad4d')",,,,,101.0,0.667,0.333,1194.5,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1188.7,0.4,313.15,"[0.66667, 0.33333]",1b1e9153-3a5b-41b9-919c-c7d33c7a59f9,10.1021/je5001796,0.66667,313.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 313.15, '1b1e9153-3a5b-41b9-919c-c7d33c7a59f9')",,,,,101.0,0.667,0.333,1188.7,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1183.1,0.4,323.15,"[0.66667, 0.33333]",a0808d6f-ce96-496d-95f2-44f35e73563e,10.1021/je5001796,0.66667,323.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 323.15, 'a0808d6f-ce96-496d-95f2-44f35e73563e')",,,,,101.0,0.667,0.333,1183.1,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1177.3,0.4,333.15,"[0.66667, 0.33333]",0e8b5ee3-5dcc-4112-81df-c7a816bcf27b,10.1021/je5001796,0.66667,333.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 333.15, '0e8b5ee3-5dcc-4112-81df-c7a816bcf27b')",,,,,101.0,0.667,0.333,1177.3,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1170.8,0.4,343.15,"[0.66667, 0.33333]",012ff380-3fe7-4f1a-aae6-660380e96911,10.1021/je5001796,0.66667,343.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 343.15, '012ff380-3fe7-4f1a-aae6-660380e96911')",,,,,101.0,0.667,0.333,1170.8,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1163.5,0.4,353.15,"[0.66667, 0.33333]",b7efb5bc-ca1c-4e17-86d2-f40a0b0e4bce,10.1021/je5001796,0.66667,353.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 353.15, 'b7efb5bc-ca1c-4e17-86d2-f40a0b0e4bce')",,,,,101.0,0.667,0.333,1163.5,0.4,,,,,,,,,,,,,,,,,,,,
"['urea', 'choline chloride']",density,1155.4,0.4,363.15,"[0.66667, 0.33333]",7d099efd-359c-4ec8-8fa2-febe94546b6c,10.1021/je5001796,0.66667,363.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'urea'), 363.15, '7d099efd-359c-4ec8-8fa2-febe94546b6c')",,,,,101.0,0.667,0.333,1155.4,0.4,,,,,,,,,,,,,,,,,,,,
['glycerol'],viscosity,1.252,0.144,296.5,[1.0],386d2b9f-bd05-483a-8c4c-043a04494ff0,10.1021/acs.jced.6b00680,1.0,296.5,,Document_1,"(1.0,)",,,"(('glycerol',), 296.5, '386d2b9f-bd05-483a-8c4c-043a04494ff0')",,,,,101.325,,,,,,,1.0,,,,1.252,0.144,,,,,,,,,,,,
['glycerol'],viscosity,0.6734,0.0761,302.8,[1.0],e2671380-182e-404c-9a77-44b635128d12,10.1021/acs.jced.6b00680,1.0,302.8,,Document_1,"(1.0,)",,,"(('glycerol',), 302.8, 'e2671380-182e-404c-9a77-44b635128d12')",,,,,101.325,,,,,,,1.0,,,,0.6734,0.0761,,,,,,,,,,,,
['glycerol'],viscosity,0.2606,0.0288,315.8,[1.0],bc081f51-0b31-476c-8ba0-d276524afcde,10.1021/acs.jced.6b00680,1.0,315.8,,Document_1,"(1.0,)",,,"(('glycerol',), 315.8, 'bc081f51-0b31-476c-8ba0-d276524afcde')",,,,,101.325,,,,,,,1.0,,,,0.2606,0.0288,,,,,,,,,,,,
['glycerol'],viscosity,0.1489,0.0163,323.2,[1.0],67466be2-0e6e-4bc1-906d-1b8dc285a55b,10.1021/acs.jced.6b00680,1.0,323.2,,Document_1,"(1.0,)",,,"(('glycerol',), 323.2, '67466be2-0e6e-4bc1-906d-1b8dc285a55b')",,,,,101.325,,,,,,,1.0,,,,0.1489,0.0163,,,,,,,,,,,,
['glycerol'],viscosity,0.0975,0.0106,332.7,[1.0],4a55adb8-32b9-4d26-8529-73d12e4c4ec2,10.1021/acs.jced.6b00680,1.0,332.7,,Document_1,"(1.0,)",,,"(('glycerol',), 332.7, '4a55adb8-32b9-4d26-8529-73d12e4c4ec2')",,,,,101.325,,,,,,,1.0,,,,0.0975,0.0106,,,,,,,,,,,,
['glycerol'],viscosity,0.0519,0.0056,343.2,[1.0],65abf2da-49f6-4e5c-b478-bd15baba92c2,10.1021/acs.jced.6b00680,1.0,343.2,,Document_1,"(1.0,)",,,"(('glycerol',), 343.2, '65abf2da-49f6-4e5c-b478-bd15baba92c2')",,,,,101.325,,,,,,,1.0,,,,0.0519,0.0056,,,,,,,,,,,,
['glycerol'],viscosity,0.0428,0.0046,348.2,[1.0],728abcdf-a782-45a3-9bef-5c67cfb00add,10.1021/acs.jced.6b00680,1.0,348.2,,Document_1,"(1.0,)",,,"(('glycerol',), 348.2, '728abcdf-a782-45a3-9bef-5c67cfb00add')",,,,,101.325,,,,,,,1.0,,,,0.0428,0.0046,,,,,,,,,,,,
['glycerol'],viscosity,0.0349,0.0038,354.2,[1.0],4b4b9f1b-6b0a-4148-a253-9896cf70dd3b,10.1021/acs.jced.6b00680,1.0,354.2,,Document_1,"(1.0,)",,,"(('glycerol',), 354.2, '4b4b9f1b-6b0a-4148-a253-9896cf70dd3b')",,,,,101.325,,,,,,,1.0,,,,0.0349,0.0038,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,1.6858,0.197,293.2,"[0.8571428571428571, 0.14285714285714285]",ed9dd28c-bbfc-4831-bca1-2659001ea171,10.1021/acs.jced.6b00680,0.3333333333333333,293.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 293.2, 'ed9dd28c-bbfc-4831-bca1-2659001ea171')",,,,,100.0,,,,,,,0.857,,,,1.6858,0.197,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,1.0123,0.1163,298.2,"[0.8571428571428571, 0.14285714285714285]",a2dcbf82-29f4-4623-8ef5-99dd47c4df80,10.1021/acs.jced.6b00680,0.3333333333333333,298.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 298.2, 'a2dcbf82-29f4-4623-8ef5-99dd47c4df80')",,,,,100.0,,,,,,,0.857,,,,1.0123,0.1163,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.6585,0.0745,303.2,"[0.8571428571428571, 0.14285714285714285]",539a1c95-c9ef-48db-912f-b56b81defdd2,10.1021/acs.jced.6b00680,0.3333333333333333,303.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 303.2, '539a1c95-c9ef-48db-912f-b56b81defdd2')",,,,,100.0,,,,,,,0.857,,,,0.6585,0.0745,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.4549,0.0509,308.2,"[0.8571428571428571, 0.14285714285714285]",2562493d-a812-4901-88c3-4d06a2626287,10.1021/acs.jced.6b00680,0.3333333333333333,308.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 308.2, '2562493d-a812-4901-88c3-4d06a2626287')",,,,,100.0,,,,,,,0.857,,,,0.4549,0.0509,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.3336,0.037,313.2,"[0.8571428571428571, 0.14285714285714285]",bc7a2c67-1c14-4e02-a326-ed7d5a51b47b,10.1021/acs.jced.6b00680,0.3333333333333333,313.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 313.2, 'bc7a2c67-1c14-4e02-a326-ed7d5a51b47b')",,,,,100.0,,,,,,,0.857,,,,0.3336,0.037,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.2598,0.0286,318.2,"[0.8571428571428571, 0.14285714285714285]",6fd102e7-774e-43c5-b9a2-25d41ba7e3a5,10.1021/acs.jced.6b00680,0.3333333333333333,318.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 318.2, '6fd102e7-774e-43c5-b9a2-25d41ba7e3a5')",,,,,100.0,,,,,,,0.857,,,,0.2598,0.0286,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.2106,0.0231,323.2,"[0.8571428571428571, 0.14285714285714285]",2833efeb-5fce-446c-af8e-cff79d0568dd,10.1021/acs.jced.6b00680,0.3333333333333333,323.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 323.2, '2833efeb-5fce-446c-af8e-cff79d0568dd')",,,,,100.0,,,,,,,0.857,,,,0.2106,0.0231,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.1795,0.0196,328.2,"[0.8571428571428571, 0.14285714285714285]",65d4513f-932d-45ea-a6f5-58ad5827d041,10.1021/acs.jced.6b00680,0.3333333333333333,328.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 328.2, '65d4513f-932d-45ea-a6f5-58ad5827d041')",,,,,100.0,,,,,,,0.857,,,,0.1795,0.0196,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.1608,0.0176,333.2,"[0.8571428571428571, 0.14285714285714285]",8eb75484-9a0e-4366-8e16-28fa7df9413e,10.1021/acs.jced.6b00680,0.3333333333333333,333.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 333.2, '8eb75484-9a0e-4366-8e16-28fa7df9413e')",,,,,100.0,,,,,,,0.857,,,,0.1608,0.0176,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.1426,0.0156,338.2,"[0.8571428571428571, 0.14285714285714285]",ec439769-c540-45ed-9317-ef36892ead6c,10.1021/acs.jced.6b00680,0.3333333333333333,338.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 338.2, 'ec439769-c540-45ed-9317-ef36892ead6c')",,,,,100.0,,,,,,,0.857,,,,0.1426,0.0156,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.129,0.0141,343.2,"[0.8571428571428571, 0.14285714285714285]",4751c12e-e9cd-45d3-bc6d-be4cef32bfb6,10.1021/acs.jced.6b00680,0.3333333333333333,343.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 343.2, '4751c12e-e9cd-45d3-bc6d-be4cef32bfb6')",,,,,100.0,,,,,,,0.857,,,,0.129,0.0141,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.1156,0.0126,348.2,"[0.8571428571428571, 0.14285714285714285]",c863b418-39ba-4d49-a211-86f082b27a43,10.1021/acs.jced.6b00680,0.3333333333333333,348.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 348.2, 'c863b418-39ba-4d49-a211-86f082b27a43')",,,,,100.0,,,,,,,0.857,,,,0.1156,0.0126,,,,,,,,,,,,
"['urea', 'choline chloride']",viscosity,0.1067,0.0116,353.2,"[0.8571428571428571, 0.14285714285714285]",4a25ae7d-3260-46f1-a959-6fb6efb8d54b,10.1021/acs.jced.6b00680,0.3333333333333333,353.2,,Document_1,"(0.857, 0.143)",,,"(('choline chloride', 'urea'), 353.2, '4a25ae7d-3260-46f1-a959-6fb6efb8d54b')",,,,,100.0,,,,,,,0.857,,,,0.1067,0.0116,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0609,0.0066,293.2,"[0.14285714285714285, 0.8571428571428571]",fe91dd73-0a2a-48d2-b0f2-03105f8efce8,10.1021/acs.jced.6b00680,0.3333333333333333,293.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 293.2, 'fe91dd73-0a2a-48d2-b0f2-03105f8efce8')",,,,,100.0,,,,,,,0.143,,,,0.0609,0.0066,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0514,0.0056,298.2,"[0.14285714285714285, 0.8571428571428571]",a355c771-8130-4b17-974f-a89f97da19f4,10.1021/acs.jced.6b00680,0.3333333333333333,298.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 298.2, 'a355c771-8130-4b17-974f-a89f97da19f4')",,,,,100.0,,,,,,,0.143,,,,0.0514,0.0056,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0443,0.0048,303.2,"[0.14285714285714285, 0.8571428571428571]",fc742277-c5dd-4e67-9e27-3561d1a0fb8e,10.1021/acs.jced.6b00680,0.3333333333333333,303.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 303.2, 'fc742277-c5dd-4e67-9e27-3561d1a0fb8e')",,,,,100.0,,,,,,,0.143,,,,0.0443,0.0048,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0381,0.0041,308.2,"[0.14285714285714285, 0.8571428571428571]",04f7583f-2449-4806-af69-4dbfe27539c1,10.1021/acs.jced.6b00680,0.3333333333333333,308.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 308.2, '04f7583f-2449-4806-af69-4dbfe27539c1')",,,,,100.0,,,,,,,0.143,,,,0.0381,0.0041,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0335,0.0036,313.2,"[0.14285714285714285, 0.8571428571428571]",f1eddb9c-0727-475a-846e-24ab8baa9fc6,10.1021/acs.jced.6b00680,0.3333333333333333,313.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 313.2, 'f1eddb9c-0727-475a-846e-24ab8baa9fc6')",,,,,100.0,,,,,,,0.143,,,,0.0335,0.0036,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0294,0.0032,318.2,"[0.14285714285714285, 0.8571428571428571]",eecbf7c0-227c-46e8-811c-9683fa8663bc,10.1021/acs.jced.6b00680,0.3333333333333333,318.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 318.2, 'eecbf7c0-227c-46e8-811c-9683fa8663bc')",,,,,100.0,,,,,,,0.143,,,,0.0294,0.0032,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0261,0.0028,323.2,"[0.14285714285714285, 0.8571428571428571]",d0f1f272-2d64-4c7b-b27e-587beafb5aaa,10.1021/acs.jced.6b00680,0.3333333333333333,323.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 323.2, 'd0f1f272-2d64-4c7b-b27e-587beafb5aaa')",,,,,100.0,,,,,,,0.143,,,,0.0261,0.0028,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0233,0.0025,328.2,"[0.14285714285714285, 0.8571428571428571]",c74939c2-7409-499c-b65d-cb592e0ab2f8,10.1021/acs.jced.6b00680,0.3333333333333333,328.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 328.2, 'c74939c2-7409-499c-b65d-cb592e0ab2f8')",,,,,100.0,,,,,,,0.143,,,,0.0233,0.0025,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0211,0.0023,333.2,"[0.14285714285714285, 0.8571428571428571]",59b9559b-2e4e-4dd7-ac87-68fbe68c456a,10.1021/acs.jced.6b00680,0.3333333333333333,333.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 333.2, '59b9559b-2e4e-4dd7-ac87-68fbe68c456a')",,,,,100.0,,,,,,,0.143,,,,0.0211,0.0023,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0193,0.0021,338.2,"[0.14285714285714285, 0.8571428571428571]",b36b91e5-0034-42e6-acf6-c2ddfeb067f6,10.1021/acs.jced.6b00680,0.3333333333333333,338.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 338.2, 'b36b91e5-0034-42e6-acf6-c2ddfeb067f6')",,,,,100.0,,,,,,,0.143,,,,0.0193,0.0021,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0176,0.0019,343.2,"[0.14285714285714285, 0.8571428571428571]",66924f7c-ea4b-4cc6-a276-cfbf7883c87c,10.1021/acs.jced.6b00680,0.3333333333333333,343.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 343.2, '66924f7c-ea4b-4cc6-a276-cfbf7883c87c')",,,,,100.0,,,,,,,0.143,,,,0.0176,0.0019,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0163,0.0018,348.2,"[0.14285714285714285, 0.8571428571428571]",467b0094-e56a-4bcd-9444-997a7173c772,10.1021/acs.jced.6b00680,0.3333333333333333,348.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 348.2, '467b0094-e56a-4bcd-9444-997a7173c772')",,,,,100.0,,,,,,,0.143,,,,0.0163,0.0018,,,,,,,,,,,,
"['choline chloride', '1,2-ethanediol']",viscosity,0.0152,0.0016,353.2,"[0.14285714285714285, 0.8571428571428571]",5cb2a74c-c1f0-4dab-b7d1-5c0aacd2aca3,10.1021/acs.jced.6b00680,0.3333333333333333,353.2,,Document_1,"(0.143, 0.857)",,,"(('1,2-ethanediol', 'choline chloride'), 353.2, '5cb2a74c-c1f0-4dab-b7d1-5c0aacd2aca3')",,,,,100.0,,,,,,,0.143,,,,0.0152,0.0016,,,,,,,,,,,,
['water'],density,998.19,0.11,293.15,[1.0],783c66db-bbfb-4642-8562-da9a8efa85c1,10.1016/j.jct.2013.09.046,1.0,293.15,,Document_1,"(1.0,)",,1.0,"(('water',), 293.15, '783c66db-bbfb-4642-8562-da9a8efa85c1')",,,,,101.325,,,998.19,0.11,,,,,,,,,,,,,,,,,,,,
['ethanol'],density,789.99,0.15,293.15,[1.0],00777e67-ecc7-434c-87f5-00fc8104e1f3,10.1016/j.jct.2013.09.046,1.0,293.15,,Document_1,"(1.0,)",,1.0,"(('ethanol',), 293.15, '00777e67-ecc7-434c-87f5-00fc8104e1f3')",,,,,101.325,,,789.99,0.15,,,,,,,,,,,,,,,,,,,,
['glycerol'],density,1260.98,0.45,293.15,[1.0],b55bb058-14ce-4c10-ba7b-d6b539deed79,10.1016/j.jct.2013.09.046,1.0,293.15,,Document_1,"(1.0,)",,1.0,"(('glycerol',), 293.15, 'b55bb058-14ce-4c10-ba7b-d6b539deed79')",,,,,101.325,,,1260.98,0.45,,,,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride']",density,1192.1,2.6,298.15,"[0.667, 0.33299999999999996]",dd82ecc1-137f-4c44-a6e0-9703967ebc2b,10.1016/j.fluid.2012.08.016,0.33299999999999996,298.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'glycerol'), 298.15, 'dd82ecc1-137f-4c44-a6e0-9703967ebc2b')",,,,,100.0,,0.333,1192.1,2.6,2.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride']",density,1193.6,2.7,298.15,"[0.667, 0.33299999999999996]",ffc99f03-fdce-4ed6-8cb4-f6d9b13701a2,10.1016/j.fluid.2012.08.016,0.33299999999999996,298.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'glycerol'), 298.15, 'ffc99f03-fdce-4ed6-8cb4-f6d9b13701a2')",,,,,5000.0,,0.333,1193.6,2.7,2.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride']",density,1195.0,2.7,298.15,"[0.667, 0.33299999999999996]",afb3ea28-14e2-4478-84cc-5282ad776b89,10.1016/j.fluid.2012.08.016,0.33299999999999996,298.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'glycerol'), 298.15, 'afb3ea28-14e2-4478-84cc-5282ad776b89')",,,,,10000.0,,0.333,1195.0,2.7,2.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride']",density,1196.3,2.7,298.15,"[0.667, 0.33299999999999996]",4094c15a-5a80-4a6e-91de-d289b5aa0170,10.1016/j.fluid.2012.08.016,0.33299999999999996,298.15,,Document_1,"(0.667, 0.333)",,,"(('choline chloride', 'glycerol'), 298.15, '4094c15a-5a80-4a6e-91de-d289b5aa0170')",,,,,15000.0,,0.333,1196.3,2.7,2.0,,0.667,,,,,,,,,,,,,,,,,
