Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),"Density, g/cm^3"
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,323.15,0.4146,10.1021/sc500439w,1.1683
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,328.15,0.3192,10.1021/sc500439w,1.17
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,333.15,0.24969999999999998,10.1021/sc500439w,1.167
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,338.15,0.1976,10.1021/sc500439w,1.164
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,343.15,0.1585,10.1021/sc500439w,1.161
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,348.15,0.12869999999999998,10.1021/sc500439w,1.158
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,353.15,0.10579999999999999,10.1021/sc500439w,1.155
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.03996,10.1039/D0CP01431A,1.05
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.03996,10.1039/D0CP01431A,1.11704
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.03996,10.1039/D0CP01431A,1.138
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.03996,10.1039/D0CP01431A,1.11
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.03996,10.1039/D0CP01431A,1.4682
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,298.15,0.34674,10.1039/D0CP01431A,1.005
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,298.15,0.34674,10.1039/D0CP01431A,4384.0
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,298.15,0.34674,10.1039/D0CP01431A,1.181
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,298.15,0.34674,10.1039/D0CP01431A,1.4863
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,propylene glycol,,0.333,0.667,,298.15,0.12229999999999999,10.1039/D0CP01431A,1.01
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,propylene glycol,,0.333,0.667,,298.15,0.12229999999999999,10.1039/D0CP01431A,1.03339
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,propylene glycol,,0.333,0.667,,298.15,0.12229999999999999,10.1039/D0CP01431A,1.04
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,298.15,1.2574,10.1039/D0CP01431A,1.231
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,298.15,1.2574,10.1039/D0CP01431A,1.231419
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,298.15,2.2431,10.1039/D0CP01431A,1.188
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,GLUTARIC ACID,,0.5,0.5,,298.15,2.2431,10.1039/D0CP01431A,1.1834
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,298.15,1.0580999999999998,10.1039/D0CP01431A,1.2001
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,298.15,1.0580999999999998,10.1039/D0CP01431A,1.212
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,298.15,1.0580999999999998,10.1039/D0CP01431A,1.1979
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,298.15,1.0580999999999998,10.1039/D0CP01431A,1.1979
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,298.15,1.0580999999999998,10.1039/D0CP01431A,1.1944
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,293.15,0.47296710000000003,10.1016/j.fluid.2014.01.028,1.1943
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,293.15,0.47296710000000003,10.1016/j.fluid.2014.01.028,1.19377
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,293.15,0.47296710000000003,10.1016/j.fluid.2014.01.028,1.18
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,303.15,0.2467928,10.1016/j.fluid.2014.01.028,1.1854
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,303.15,0.2467928,10.1016/j.fluid.2014.01.028,1.1885
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,303.15,0.2467928,10.1016/j.fluid.2014.01.028,1.1885
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,313.15,0.1333749,10.1016/j.fluid.2014.01.028,1.1823
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,313.15,0.1333749,10.1016/j.fluid.2014.01.028,1.1827
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,323.15,0.0815895,10.1016/j.fluid.2014.01.028,1.1775
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,323.15,0.0815895,10.1016/j.fluid.2014.01.028,1.177
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,333.15,0.053811700000000004,10.1016/j.fluid.2014.01.028,1.1719
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,333.15,0.053811700000000004,10.1016/j.fluid.2014.01.028,1.1713
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,343.15,0.03674090000000001,10.1016/j.fluid.2014.01.028,1.1648
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,353.15,0.0263331,10.1016/j.fluid.2014.01.028,1.1575
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycerol,,0.333,0.667,,363.15,0.0195866,10.1016/j.fluid.2014.01.028,1.1495
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.333,0.667,,293.2,0.12077,10.1021/je300997v,1.0995
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.333,0.667,,298.2,0.09033,10.1021/je300997v,1.0967
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.333,0.667,,303.2,0.06841,10.1021/je300997v,1.093
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.333,0.667,,308.2,0.05343,10.1021/je300997v,1.0901
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.333,0.667,,313.2,0.04242,10.1021/je300997v,1.0873
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.333,0.667,,318.2,0.03434,10.1021/je300997v,1.0843
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.25,0.75,,293.2,0.05784,10.1021/je300997v,1.0948
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.25,0.75,,298.2,0.04464,10.1021/je300997v,1.0921
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.25,0.75,,303.2,0.03517,10.1021/je300997v,1.089
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.25,0.75,,308.2,0.02822,10.1021/je300997v,1.0858
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.25,0.75,,313.2,0.02308,10.1021/je300997v,1.0829
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.25,0.75,,318.2,0.01914,10.1021/je300997v,1.0795
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.2,0.8,,293.2,0.040229999999999995,10.1021/je300997v,1.0918
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.2,0.8,,298.2,0.03155,10.1021/je300997v,1.0893
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.2,0.8,,303.2,0.0252,10.1021/je300997v,1.086
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.2,0.8,,308.2,0.02025,10.1021/je300997v,1.0819
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.2,0.8,,313.2,0.01671,10.1021/je300997v,1.0795
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.2,0.8,,318.2,0.014,10.1021/je300997v,1.0763
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.167,0.833,,293.2,0.03196,10.1021/je300997v,1.0898
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.167,0.833,,298.2,0.02525,10.1021/je300997v,1.087
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.167,0.833,,303.2,0.01975,10.1021/je300997v,1.0838
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.167,0.833,,308.2,0.01616,10.1021/je300997v,1.0803
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.167,0.833,,313.2,0.013439999999999999,10.1021/je300997v,1.0761
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.167,0.833,,318.2,0.01126,10.1021/je300997v,1.0736
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.143,0.857,,293.2,0.027030000000000002,10.1021/je300997v,1.0885
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.143,0.857,,298.2,0.02143,10.1021/je300997v,1.0852
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.143,0.857,,303.2,0.01682,10.1021/je300997v,1.0818
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.143,0.857,,308.2,0.01376,10.1021/je300997v,1.0782
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.143,0.857,,313.2,0.01145,10.1021/je300997v,1.0745
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,phenol,,0.143,0.857,,318.2,0.009460000000000001,10.1021/je300997v,1.0717
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,o-cresol,,0.333,0.667,,298.2,0.20740999999999998,10.1021/je300997v,1.0776
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,o-cresol,,0.25,0.75,,298.2,0.07765000000000001,10.1021/je300997v,1.0707
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,o-cresol,,0.204,0.796,,298.2,0.046950000000000006,10.1021/je300997v,1.0664
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,o-cresol,,0.167,0.833,,298.2,0.0349,10.1021/je300997v,1.0631
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,o-cresol,,0.143,0.857,,298.2,0.02782,10.1021/je300997v,1.0606
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,D-Sorbitol,,0.5,0.5,,303.15,12.73,10.1039/C1RA00630D,1.2794
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.041,10.1002/apj.1873,1.05
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.041,10.1002/apj.1873,1.11704
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.041,10.1002/apj.1873,1.138
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.041,10.1002/apj.1873,1.11
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.041,10.1002/apj.1873,1.4682
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.25,0.75,,298.15,0.026,10.1002/apj.1873,1.08
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.25,0.75,,298.15,0.026,10.1002/apj.1873,1.115
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.25,0.75,,298.15,0.026,10.1002/apj.1873,1.09
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.2,0.8,,298.15,0.025,10.1002/apj.1873,1.11474
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.2,0.8,,298.15,0.025,10.1002/apj.1873,1.01
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.167,0.833,,298.15,0.022,10.1002/apj.1873,1.11344
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,ETHYLENE GLYCOL,,0.167,0.833,,298.15,0.022,10.1002/apj.1873,1.0
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,293.15,0.061,10.1002/apj.1873,1.04616
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,293.15,0.061,10.1002/apj.1873,1.0445
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.25,0.75,,293.15,0.076,10.1002/apj.1873,1.0524
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,293.15,0.75,10.1002/apj.1873,1.1997
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,293.15,0.75,10.1002/apj.1873,1.1972
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,293.15,0.75,10.1002/apj.1873,1.19
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.333,0.667,,293.15,0.75,10.1002/apj.1873,1.17
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,293.15,0.417,10.1002/apj.1873,1.234
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,293.15,0.417,10.1002/apj.1873,1.234479
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.333,0.667,,293.15,0.8,10.1002/apj.1873,1.1851
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.364,0.636,,318.15,0.8871,10.1021/je100104v,1.2759
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.364,0.636,,328.15,0.4149,10.1021/je100104v,1.2688
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.364,0.636,,338.15,0.2057,10.1021/je100104v,1.2619
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.364,0.636,,348.15,0.10479999999999999,10.1021/je100104v,1.255
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.364,0.636,,358.15,0.07740000000000001,10.1021/je100104v,1.248
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,298.15,0.1098,10.1021/je100104v,1.233
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,298.15,0.1098,10.1021/je100104v,1.2326
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,298.15,0.1098,10.1021/je100104v,1.2326
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,308.15,0.0686,10.1021/je100104v,1.2256
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,308.15,0.0686,10.1021/je100104v,1.2256
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,318.15,0.0395,10.1021/je100104v,1.2185
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,318.15,0.0395,10.1021/je100104v,1.2185
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,328.15,0.0197,10.1021/je100104v,1.2114
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,328.15,0.0197,10.1021/je100104v,1.2114
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,338.15,0.0054,10.1021/je100104v,1.2043
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,338.15,0.0054,10.1021/je100104v,1.2043
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,348.15,0.0018,10.1021/je100104v,1.1972
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.2,0.8,,348.15,0.0018,10.1021/je100104v,1.1972
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Trifluoroacetamide,,0.111,0.889,,298.15,0.1098,10.1021/je100104v,1.3947
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Trifluoroacetamide,,0.111,0.889,,308.15,0.0686,10.1021/je100104v,1.3837
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Trifluoroacetamide,,0.111,0.889,,318.15,0.0395,10.1021/je100104v,1.3727
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Trifluoroacetamide,,0.111,0.889,,328.15,0.0197,10.1021/je100104v,1.3616
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Trifluoroacetamide,,0.111,0.889,,338.15,0.0054,10.1021/je100104v,1.3504
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Trifluoroacetamide,,0.111,0.889,,348.15,0.0018,10.1021/je100104v,1.3393
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,293.2,7.595,10.1016/j.jct.2021.106713,1.2713
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,303.2,4.359,10.1016/j.jct.2021.106713,1.264
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,313.2,2.174,10.1016/j.jct.2021.106713,1.2567
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,323.2,1.111,10.1016/j.jct.2021.106713,1.2496
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,333.2,0.62,10.1016/j.jct.2021.106713,1.2426
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,343.2,0.354,10.1016/j.jct.2021.106713,1.2356
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,oxalic acid,,0.5,0.5,,353.2,0.208,10.1016/j.jct.2021.106713,1.2287
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,293.2,1.6,10.1016/j.jct.2021.106713,1.2267
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,303.2,1.029,10.1016/j.jct.2021.106713,1.2205
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,313.2,0.615,10.1016/j.jct.2021.106713,1.2144
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,323.2,0.38,10.1016/j.jct.2021.106713,1.2082
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,333.2,0.247,10.1016/j.jct.2021.106713,1.201
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,343.2,0.175,10.1016/j.jct.2021.106713,1.194
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malonic acid,,0.5,0.5,,353.2,0.128,10.1016/j.jct.2021.106713,1.187
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.5,0.5,,303.2,8.065,10.1016/j.jct.2021.106713,1.2371
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.5,0.5,,313.2,4.196,10.1016/j.jct.2021.106713,1.2313
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.5,0.5,,323.2,2.295,10.1016/j.jct.2021.106713,1.2254
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.5,0.5,,333.2,1.327,10.1016/j.jct.2021.106713,1.2193
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.5,0.5,,343.2,0.812,10.1016/j.jct.2021.106713,1.2129
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.5,0.5,,353.2,0.536,10.1016/j.jct.2021.106713,1.2056
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,313.2,6.421,10.1016/j.jct.2021.106713,1.2649
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,323.2,3.116,10.1016/j.jct.2021.106713,1.2589
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,333.2,1.629,10.1016/j.jct.2021.106713,1.253
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,343.2,0.914,10.1016/j.jct.2021.106713,1.2472
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,353.2,0.545,10.1016/j.jct.2021.106713,1.2414
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,526-83-0,,0.5,0.5,,323.2,9.964,10.1016/j.jct.2021.106713,1.3078
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,526-83-0,,0.5,0.5,,333.2,5.52,10.1016/j.jct.2021.106713,1.3022
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,526-83-0,,0.5,0.5,,343.2,3.176,10.1016/j.jct.2021.106713,1.2966
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,526-83-0,,0.5,0.5,,353.2,1.392,10.1016/j.jct.2021.106713,1.2909
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,293.2,7.984,10.1016/j.jct.2021.106713,1.2087
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,303.2,4.891,10.1016/j.jct.2021.106713,1.2028
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,313.2,2.579,10.1016/j.jct.2021.106713,1.197
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,323.2,1.401,10.1016/j.jct.2021.106713,1.1912
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,333.2,0.814,10.1016/j.jct.2021.106713,1.1855
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,343.2,0.497,10.1016/j.jct.2021.106713,1.1798
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.6,0.4,,353.2,0.319,10.1016/j.jct.2021.106713,1.1742
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,293.2,4.183,10.1016/j.jct.2021.106713,1.1919
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,303.2,2.672,10.1016/j.jct.2021.106713,1.1862
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,313.2,1.488,10.1016/j.jct.2021.106713,1.1806
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,323.2,0.841,10.1016/j.jct.2021.106713,1.1751
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,333.2,0.503,10.1016/j.jct.2021.106713,1.1696
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,343.2,0.318,10.1016/j.jct.2021.106713,1.1641
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,maleic acid,,0.667,0.333,,353.2,0.213,10.1016/j.jct.2021.106713,1.1587
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,293.2,8.896,10.1016/j.jct.2021.106713,1.2402
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,303.2,5.432,10.1016/j.jct.2021.106713,1.2344
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,313.2,2.827,10.1016/j.jct.2021.106713,1.2287
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,323.2,1.501,10.1016/j.jct.2021.106713,1.223
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,333.2,0.845,10.1016/j.jct.2021.106713,1.2174
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,343.2,0.506,10.1016/j.jct.2021.106713,1.2119
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.6,0.4,,353.2,0.319,10.1016/j.jct.2021.106713,1.2064
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.667,0.333,,293.2,3.341,10.1016/j.jct.2021.106713,1.2195
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.667,0.333,,303.2,2.81,10.1016/j.jct.2021.106713,1.2129
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.667,0.333,,313.2,1.676,10.1016/j.jct.2021.106713,1.2084
