fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,mole_fraction_Water,composition_temp_id,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,marker,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.1716,0.003432,308.15,"[0.333333333333, 0.666666666667]",cb15c159-8a07-40a6-8843-f1beebf69bdf,10.1016/j.jct.2018.07.031,0.666666666667,308.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 308.15, 'cb15c159-8a07-40a6-8843-f1beebf69bdf')",0.1716,0.003432,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.149,0.00298,310.65,"[0.333333333333, 0.666666666667]",1ce66d67-dbf2-4595-9103-cfb851efad62,10.1016/j.jct.2018.07.031,0.666666666667,310.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 310.65, '1ce66d67-dbf2-4595-9103-cfb851efad62')",0.149,0.00298,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.13,0.0026,313.15,"[0.333333333333, 0.666666666667]",b11aed37-582c-4c1c-8bf6-e2a9ce91dbca,10.1016/j.jct.2018.07.031,0.666666666667,313.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 313.15, 'b11aed37-582c-4c1c-8bf6-e2a9ce91dbca')",0.13,0.0026,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.1138,0.002276,315.65,"[0.333333333333, 0.666666666667]",203ed58c-1bcb-4c32-97de-321df0fd9690,10.1016/j.jct.2018.07.031,0.666666666667,315.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 315.65, '203ed58c-1bcb-4c32-97de-321df0fd9690')",0.1138,0.002276,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.1,0.002,318.15,"[0.333333333333, 0.666666666667]",9ba7658e-017a-4752-a31c-3c58d4254ef6,10.1016/j.jct.2018.07.031,0.666666666667,318.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 318.15, '9ba7658e-017a-4752-a31c-3c58d4254ef6')",0.1,0.002,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.08843000000000001,0.0017686,320.65,"[0.333333333333, 0.666666666667]",e3c5b8a6-256a-42dd-b511-2dd5be7ee4d4,10.1016/j.jct.2018.07.031,0.666666666667,320.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 320.65, 'e3c5b8a6-256a-42dd-b511-2dd5be7ee4d4')",0.08843000000000001,0.0017686,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.07839,0.0015678,323.15,"[0.333333333333, 0.666666666667]",2aede25f-8239-4a63-b632-82944eda17ad,10.1016/j.jct.2018.07.031,0.666666666667,323.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 323.15, '2aede25f-8239-4a63-b632-82944eda17ad')",0.07839,0.0015678,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.06946,0.0013892,325.65,"[0.333333333333, 0.666666666667]",39e63467-b1da-4cd6-b51d-3f0940505da6,10.1016/j.jct.2018.07.031,0.666666666667,325.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 325.65, '39e63467-b1da-4cd6-b51d-3f0940505da6')",0.06946,0.0013892,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.062060000000000004,0.0012412,328.15,"[0.333333333333, 0.666666666667]",917beb84-8d93-4db9-a6fe-6cc86b76e823,10.1016/j.jct.2018.07.031,0.666666666667,328.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 328.15, '917beb84-8d93-4db9-a6fe-6cc86b76e823')",0.062060000000000004,0.0012412,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.052,0.0010400000000000001,328.0,"[0.333333333333, 0.666666666667]",e45fda49-8ec4-4af3-bcc3-077e6e601503,10.1039/c1cp22554e,0.666666666667,328.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 328.0, 'e45fda49-8ec4-4af3-bcc3-077e6e601503')",0.052,0.0010400000000000001,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.064,0.00128,323.0,"[0.333333333333, 0.666666666667]",f9ce7621-d20c-4703-abbc-62727a356070,10.1039/c1cp22554e,0.666666666667,323.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 323.0, 'f9ce7621-d20c-4703-abbc-62727a356070')",0.064,0.00128,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.082,0.00164,318.0,"[0.333333333333, 0.666666666667]",53646233-7ea8-4d47-836c-fb5dc4780a8f,10.1039/c1cp22554e,0.666666666667,318.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 318.0, '53646233-7ea8-4d47-836c-fb5dc4780a8f')",0.082,0.00164,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.104,0.0020800000000000003,313.0,"[0.333333333333, 0.666666666667]",0aab0f0c-556a-44b2-8570-29f58d51b859,10.1039/c1cp22554e,0.666666666667,313.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 313.0, '0aab0f0c-556a-44b2-8570-29f58d51b859')",0.104,0.0020800000000000003,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.14,0.0028,308.0,"[0.333333333333, 0.666666666667]",84721263-aba1-4404-b178-7fdd785b431b,10.1039/c1cp22554e,0.666666666667,308.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 308.0, '84721263-aba1-4404-b178-7fdd785b431b')",0.14,0.0028,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.188,0.00376,303.0,"[0.333333333333, 0.666666666667]",0c29a6dc-5976-4c0b-808a-409bb4383e87,10.1039/c1cp22554e,0.666666666667,303.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 303.0, '0c29a6dc-5976-4c0b-808a-409bb4383e87')",0.188,0.00376,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.259,0.00518,298.0,"[0.333333333333, 0.666666666667]",10b4d8c9-247c-4cce-9ee6-ba525f6aab12,10.1039/c1cp22554e,0.666666666667,298.0,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 298.0, '10b4d8c9-247c-4cce-9ee6-ba525f6aab12')",0.259,0.00518,0.0,#5d2e8c,>,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.052,0.00156,328.15,"[0.333333333333, 0.666666666667]",0ba0c743-add8-41f9-962d-6ff5b5592397,10.1039/c0gc00395f,0.666666666667,328.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 328.15, '0ba0c743-add8-41f9-962d-6ff5b5592397')",0.052,0.00156,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.064,0.0019199999999999998,323.15,"[0.333333333333, 0.666666666667]",21510825-6511-4903-9ec4-0a3ad2713e65,10.1039/c0gc00395f,0.666666666667,323.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 323.15, '21510825-6511-4903-9ec4-0a3ad2713e65')",0.064,0.0019199999999999998,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.082,0.00246,318.15,"[0.333333333333, 0.666666666667]",510eeb54-6ede-4653-ba91-abe0e77f87d6,10.1039/c0gc00395f,0.666666666667,318.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 318.15, '510eeb54-6ede-4653-ba91-abe0e77f87d6')",0.082,0.00246,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.104,0.00312,313.15,"[0.333333333333, 0.666666666667]",0792ead9-ba36-49b1-bb9b-75e8b0e01c96,10.1039/c0gc00395f,0.666666666667,313.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 313.15, '0792ead9-ba36-49b1-bb9b-75e8b0e01c96')",0.104,0.00312,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.14,0.004200000000000001,308.15,"[0.333333333333, 0.666666666667]",96b35df9-f854-4201-b61b-f052955a963c,10.1039/c0gc00395f,0.666666666667,308.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 308.15, '96b35df9-f854-4201-b61b-f052955a963c')",0.14,0.004200000000000001,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.188,0.00564,303.15,"[0.333333333333, 0.666666666667]",49676c48-77bf-4297-b234-23510532f8db,10.1039/c0gc00395f,0.666666666667,303.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 303.15, '49676c48-77bf-4297-b234-23510532f8db')",0.188,0.00564,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.259,0.00777,298.15,"[0.333333333333, 0.666666666667]",1b6180e2-fe54-42e6-91d2-41d02894e823,10.1039/c0gc00395f,0.666666666667,298.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 298.15, '1b6180e2-fe54-42e6-91d2-41d02894e823')",0.259,0.00777,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.376,0.01128,293.15,"[0.333333333333, 0.666666666667]",16ddd253-7c12-456b-8594-fb9e0401532b,10.1039/c0gc00395f,0.666666666667,293.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 293.15, '16ddd253-7c12-456b-8594-fb9e0401532b')",0.376,0.01128,0.0,#1b998b,<,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.376,,293.15,"[0.333333333333, 0.666666666667]",9d96c2fa-672e-4b05-80f5-8dbf40673052,10.1021/jp0671998,0.666666666667,293.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 293.15, '9d96c2fa-672e-4b05-80f5-8dbf40673052')",0.376,,0.0,#cbff8c,v,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.031056,,353.021,"[0.333333333333, 0.666666666667]",49335bfc-7123-4ba5-98d2-b997e8d9f470,10.1016/j.molliq.2015.11.032,0.666666666667,353.021,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 353.021, '49335bfc-7123-4ba5-98d2-b997e8d9f470')",0.031056,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.040350000000000004,,348.011,"[0.333333333333, 0.666666666667]",9b4a9f5c-5298-4f5a-930e-0164b4b9b533,10.1016/j.molliq.2015.11.032,0.666666666667,348.011,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 348.011, '9b4a9f5c-5298-4f5a-930e-0164b4b9b533')",0.040350000000000004,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.044656,,343.001,"[0.333333333333, 0.666666666667]",a4925907-6121-4f88-b512-271a7f0c8c64,10.1016/j.molliq.2015.11.032,0.666666666667,343.001,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 343.001, 'a4925907-6121-4f88-b512-271a7f0c8c64')",0.044656,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.048951999999999996,,337.919,"[0.333333333333, 0.666666666667]",926c8b85-2002-4066-8d03-75e04c1cdf4e,10.1016/j.molliq.2015.11.032,0.666666666667,337.919,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 337.919, '926c8b85-2002-4066-8d03-75e04c1cdf4e')",0.048951999999999996,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.058245,,332.908,"[0.333333333333, 0.666666666667]",5d42c898-3fc0-4bb0-98f2-a258d7465975,10.1016/j.molliq.2015.11.032,0.666666666667,332.908,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 332.908, '5d42c898-3fc0-4bb0-98f2-a258d7465975')",0.058245,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.072517,,327.826,"[0.333333333333, 0.666666666667]",a3c5ebd1-4ab6-46f8-9e2b-7976940a494a,10.1016/j.molliq.2015.11.032,0.666666666667,327.826,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 327.826, 'a3c5ebd1-4ab6-46f8-9e2b-7976940a494a')",0.072517,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.091795,,322.888,"[0.333333333333, 0.666666666667]",2f2f6b9b-d6df-4f3f-b8da-ee3e9f34694f,10.1016/j.molliq.2015.11.032,0.666666666667,322.888,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 322.888, '2f2f6b9b-d6df-4f3f-b8da-ee3e9f34694f')",0.091795,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,1.0039428000000001,0.005019714,283.15,"[0.333333333333, 0.666666666667]",38d7e3cd-9332-4a49-b2ba-27750ca9b990,10.1016/j.fluid.2014.01.028,0.666666666667,283.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 283.15, '38d7e3cd-9332-4a49-b2ba-27750ca9b990')",1.0039428000000001,0.005019714,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.0195866,9.793300000000001e-05,363.15,"[0.333333333333, 0.666666666667]",a03f3927-c4c8-4e04-a214-65eb09495ac7,10.1016/j.fluid.2014.01.028,0.666666666667,363.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 363.15, 'a03f3927-c4c8-4e04-a214-65eb09495ac7')",0.0195866,9.793300000000001e-05,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.47296710000000003,0.0023648354999999998,293.15,"[0.333333333333, 0.666666666667]",5fca5e41-0639-4102-8bea-0d902276fc3e,10.1016/j.fluid.2014.01.028,0.666666666667,293.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 293.15, '5fca5e41-0639-4102-8bea-0d902276fc3e')",0.47296710000000003,0.0023648354999999998,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.2467928,0.0012339640000000002,303.15,"[0.333333333333, 0.666666666667]",d47eb94b-064c-4965-b2de-bb88d9b15896,10.1016/j.fluid.2014.01.028,0.666666666667,303.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 303.15, 'd47eb94b-064c-4965-b2de-bb88d9b15896')",0.2467928,0.0012339640000000002,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.1333749,0.0006668745000000001,313.15,"[0.333333333333, 0.666666666667]",8766bed0-e662-4ffa-b44f-c0b54b49afcd,10.1016/j.fluid.2014.01.028,0.666666666667,313.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 313.15, '8766bed0-e662-4ffa-b44f-c0b54b49afcd')",0.1333749,0.0006668745000000001,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.0815895,0.00040794750000000004,323.15,"[0.333333333333, 0.666666666667]",b0c98f9c-f531-4bdb-98ab-a1a2615726df,10.1016/j.fluid.2014.01.028,0.666666666667,323.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 323.15, 'b0c98f9c-f531-4bdb-98ab-a1a2615726df')",0.0815895,0.00040794750000000004,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.053811700000000004,0.0002690585,333.15,"[0.333333333333, 0.666666666667]",ee26c296-69fe-4732-9521-9afac5d41032,10.1016/j.fluid.2014.01.028,0.666666666667,333.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 333.15, 'ee26c296-69fe-4732-9521-9afac5d41032')",0.053811700000000004,0.0002690585,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.03674090000000001,0.00018370449999999998,343.15,"[0.333333333333, 0.666666666667]",a45ed70b-1bcc-4aa3-b453-4203ce273a2b,10.1016/j.fluid.2014.01.028,0.666666666667,343.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 343.15, 'a45ed70b-1bcc-4aa3-b453-4203ce273a2b')",0.03674090000000001,0.00018370449999999998,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.0263331,0.0001316655,353.15,"[0.333333333333, 0.666666666667]",12126c96-4bc8-4436-bbf6-fc45f729be7e,10.1016/j.fluid.2014.01.028,0.666666666667,353.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 353.15, '12126c96-4bc8-4436-bbf6-fc45f729be7e')",0.0263331,0.0001316655,0.0,#3185fc,s,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.4526,0.009052,293.15,"[0.333333333333, 0.666666666667]",be1aff45-ce38-4db7-96fd-fdd8c4f964e7,10.1016/j.jct.2018.07.031,0.666666666667,293.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 293.15, 'be1aff45-ce38-4db7-96fd-fdd8c4f964e7')",0.4526,0.009052,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.5437000000000001,0.010874,290.65,"[0.333333333333, 0.666666666667]",c41d8131-0707-4073-b701-28a8c73abe6b,10.1016/j.jct.2018.07.031,0.666666666667,290.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 290.65, 'c41d8131-0707-4073-b701-28a8c73abe6b')",0.5437000000000001,0.010874,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.6584,0.013168,288.15,"[0.333333333333, 0.666666666667]",1fa7d838-0ecf-4ff9-b1eb-6a3711757828,10.1016/j.jct.2018.07.031,0.666666666667,288.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 288.15, '1fa7d838-0ecf-4ff9-b1eb-6a3711757828')",0.6584,0.013168,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.8015,0.016030000000000003,285.65,"[0.333333333333, 0.666666666667]",15bdb266-9478-4ab1-b47d-b24c96513cbe,10.1016/j.jct.2018.07.031,0.666666666667,285.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 285.65, '15bdb266-9478-4ab1-b47d-b24c96513cbe')",0.8015,0.016030000000000003,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.9823999999999999,0.019648,283.15,"[0.333333333333, 0.666666666667]",8ba4d14d-232a-4f12-b07b-1386aa99aebc,10.1016/j.jct.2018.07.031,0.666666666667,283.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 283.15, '8ba4d14d-232a-4f12-b07b-1386aa99aebc')",0.9823999999999999,0.019648,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,1.211,0.02422,280.65,"[0.333333333333, 0.666666666667]",63636f62-b3c9-4088-939f-999fc1fdb4bd,10.1016/j.jct.2018.07.031,0.666666666667,280.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 280.65, '63636f62-b3c9-4088-939f-999fc1fdb4bd')",1.211,0.02422,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,1.511,0.03022,278.15,"[0.333333333333, 0.666666666667]",8efa3cf3-11df-4f66-8cb7-b5eed386a354,10.1016/j.jct.2018.07.031,0.666666666667,278.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 278.15, '8efa3cf3-11df-4f66-8cb7-b5eed386a354')",1.511,0.03022,0.0,#8fe388,^,measured
