fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Temperature,Mole fraction,Pressure,doc_label,Solvent: Amount ratio of component to other component of binary solvent,mole_fractions_rounded,mole_fraction_water,composition_temp_id,density_value,density_uncertainty,molarEnthalpy_value,molarEnthalpy_uncertainty,isobaricExpansionCoefficient_value,isobaricExpansionCoefficient_uncertainty,excessMolarVolume_value,excessMolarVolume_uncertainty,excessMolarEnthalpy_value,excessMolarEnthalpy_uncertainty,diffusionCoefficient_value,diffusionCoefficient_uncertainty,viscosity_value,viscosity_uncertainty,henrysLawConstant_value,henrysLawConstant_uncertainty
"['water', 'glycerol', 'carbon dioxide', 'Choline Chloride']",henrysLawConstant,7532.24335474,438.275135,313.15,"[0.4999999999999999, 0.33299999999999996, 1.1102230246251563e-16, 0.16699999999999998]",84e16c00-724d-473a-ae9f-0a980f841456,10.1016/j.fluid.2024.114324,313.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.0, 0.167)",0.5,"(('Choline Chloride', 'carbon dioxide', 'glycerol', 'water'), 313.15, '84e16c00-724d-473a-ae9f-0a980f841456')",,,,,,,,,,,,,,,7532.24335474,438.275135
"['water', 'glycerol', '7782-44-7', 'Choline Chloride']",henrysLawConstant,250905.08769377,973.649118,313.15,"[0.4999999999999999, 0.33299999999999996, 1.1102230246251563e-16, 0.16699999999999998]",9206f63c-253a-4771-bf63-9b62b7ae8c43,10.1016/j.fluid.2024.114324,313.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.0, 0.167)",0.5,"(('7782-44-7', 'Choline Chloride', 'glycerol', 'water'), 313.15, '9206f63c-253a-4771-bf63-9b62b7ae8c43')",,,,,,,,,,,,,,,250905.08769377,973.649118
"['water', 'glycerol', 'carbon dioxide', 'Choline Chloride']",henrysLawConstant,7215.44183135,359.900672,313.15,"[0.6, 0.267, 0.0, 0.133]",8ae68f42-6200-4b98-9e2e-71ff28b18cc1,10.1016/j.fluid.2024.114324,313.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.0, 0.133)",0.6,"(('Choline Chloride', 'carbon dioxide', 'glycerol', 'water'), 313.15, '8ae68f42-6200-4b98-9e2e-71ff28b18cc1')",,,,,,,,,,,,,,,7215.44183135,359.900672
"['water', 'glycerol', '7782-44-7', 'Choline Chloride']",henrysLawConstant,236330.79238421,906.598279,313.15,"[0.6, 0.267, 0.0, 0.133]",e64076f0-35e9-40ba-b0d5-3014f487f570,10.1016/j.fluid.2024.114324,313.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.0, 0.133)",0.6,"(('7782-44-7', 'Choline Chloride', 'glycerol', 'water'), 313.15, 'e64076f0-35e9-40ba-b0d5-3014f487f570')",,,,,,,,,,,,,,,236330.79238421,906.598279
"['water', 'glycerol', 'carbon dioxide', 'Choline Chloride']",henrysLawConstant,7434.29929003,257.743151,313.15,"[0.75, 0.167, 0.0, 0.083]",3420da74-7fe3-4488-ae8c-b54c1e9e6c80,10.1016/j.fluid.2024.114324,313.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.0, 0.083)",0.75,"(('Choline Chloride', 'carbon dioxide', 'glycerol', 'water'), 313.15, '3420da74-7fe3-4488-ae8c-b54c1e9e6c80')",,,,,,,,,,,,,,,7434.29929003,257.743151
"['water', 'glycerol', '7782-44-7', 'Choline Chloride']",henrysLawConstant,195862.86455391,718.802915,313.15,"[0.75, 0.167, 0.0, 0.083]",5e69b8fa-8426-4895-be27-863084240935,10.1016/j.fluid.2024.114324,313.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.0, 0.083)",0.75,"(('7782-44-7', 'Choline Chloride', 'glycerol', 'water'), 313.15, '5e69b8fa-8426-4895-be27-863084240935')",,,,,,,,,,,,,,,195862.86455391,718.802915
"['water', 'glycerol', 'carbon dioxide', 'Choline Chloride']",henrysLawConstant,6794.79273287,57.920518,313.15,"[0.9, 0.067, 0.0, 0.033]",db757a78-7266-4761-aa09-ebd480959003,10.1016/j.fluid.2024.114324,313.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.0, 0.033)",0.9,"(('Choline Chloride', 'carbon dioxide', 'glycerol', 'water'), 313.15, 'db757a78-7266-4761-aa09-ebd480959003')",,,,,,,,,,,,,,,6794.79273287,57.920518
"['water', 'glycerol', '7782-44-7', 'Choline Chloride']",henrysLawConstant,145417.90748558,496.790843,313.15,"[0.9, 0.067, 0.0, 0.033]",bb4b74db-7927-49b0-93f5-45435926554a,10.1016/j.fluid.2024.114324,313.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.0, 0.033)",0.9,"(('7782-44-7', 'Choline Chloride', 'glycerol', 'water'), 313.15, 'bb4b74db-7927-49b0-93f5-45435926554a')",,,,,,,,,,,,,,,145417.90748558,496.790843
"['water', 'carbon dioxide']",henrysLawConstant,6688.79372496,119.970649,313.15,"[1.0, 0.0]",9b12d462-f419-487c-a976-26b4e693b123,10.1016/j.fluid.2024.114324,313.15,0.0,100.0,Document_1,,"(1.0, 0.0)",1.0,"(('carbon dioxide', 'water'), 313.15, '9b12d462-f419-487c-a976-26b4e693b123')",,,,,,,,,,,,,,,6688.79372496,119.970649
"['water', '7782-44-7']",henrysLawConstant,110203.16870905,342.516386,313.15,"[1.0, 0.0]",e42e597b-d594-43db-8ca3-d1d12cd26b17,10.1016/j.fluid.2024.114324,313.15,0.0,100.0,Document_1,,"(1.0, 0.0)",1.0,"(('7782-44-7', 'water'), 313.15, 'e42e597b-d594-43db-8ca3-d1d12cd26b17')",,,,,,,,,,,,,,,110203.16870905,342.516386
